model,dataset,family,corruption,severity,conf_thresh,n_images,n_boot,recall_mean,recall_ci_lo,recall_ci_hi,precision_mean,precision_ci_lo,precision_ci_hi,f1_mean,f1_ci_lo,f1_ci_hi
fasterrcnn,heridal,wildfire,fire_warm_tint,3,0.99,101,1000,0.4010454653377731,0.31281879884821057,0.4891425299961295,0.8942720329414972,0.8425093244923332,0.9411764705882353,0.5522476504127073,0.4623290853577592,0.634370996969413
fasterrcnn,heridal,storm,rain_streaks,1,0.99,101,1000,0.6552799431143975,0.5536551932751704,0.7534998855311354,0.8810041098779969,0.8371807091117042,0.9261082985904308,0.7503582323564193,0.6801735452651639,0.8148176948332468
fasterrcnn,heridal,storm,rain_streaks,2,0.99,101,1000,0.22072318821401313,0.1649535972721522,0.2875911097423262,0.8907065969647021,0.7936147186147186,0.964946777054997,0.35273496775377033,0.2753063125399191,0.4370088838838838
fasterrcnn,heridal,storm,rain_streaks,3,0.99,101,1000,0.003019822098850594,0.0,0.009778313862832972,0.654,0.0,1.0,0.00600413782287568,0.0,0.019367245657568224
fasterrcnn,heridal,storm,motion_blur,1,0.99,101,1000,0.014783783657963723,0.0030857118586476383,0.030397031211848207,0.49612962637637564,0.1535714285714286,0.8333333333333334,0.028627627080601896,0.006078109073545211,0.05790085679314565
fasterrcnn,heridal,storm,motion_blur,2,0.99,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fasterrcnn,heridal,storm,motion_blur,3,0.99,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fasterrcnn,heridal,storm,low_light,1,0.99,101,1000,0.45229543054512655,0.36537356321839076,0.5404559829250849,0.8194978787234016,0.7460107600732601,0.8859102879959222,0.5814604984961742,0.5016435019025174,0.6585378171963538
fasterrcnn,heridal,storm,low_light,2,0.99,101,1000,0.10975586958388464,0.0642135161083849,0.16309090909090906,0.8171252219900691,0.6862605042016807,0.9230769230769231,0.19262990980383563,0.11827832132745583,0.27565607734806624
fasterrcnn,heridal,storm,low_light,3,0.99,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fasterrcnn,heridal,earthquake,dust_haze,1,0.99,101,1000,0.6031675736724346,0.5141886461982279,0.6864332815035922,0.902360983222028,0.8559709677419355,0.9495527522935779,0.7219890205892183,0.651228353331834,0.7806953038988649
fasterrcnn,heridal,earthquake,dust_haze,2,0.99,101,1000,0.3451414209707547,0.26555571335822103,0.42295757352489716,0.9064759636060273,0.8432799239098624,0.9633110925771476,0.49847726340128173,0.4091733236362499,0.576285210562167
fasterrcnn,heridal,earthquake,dust_haze,3,0.99,101,1000,0.09837548695676636,0.059819819819819826,0.13937189169276107,0.9418674333239492,0.84,1.0,0.17752215179393588,0.1125780759796931,0.2440219466720579
rtdetr,heridal,clean,clean,0,0.65,101,1000,0.793699282429563,0.7177019456431222,0.8726363270428338,0.8802580571996872,0.838804990696438,0.9220599739243807,0.8340518868529309,0.7892150906849799,0.8812608893841166
rtdetr,heridal,flood,water_glare,1,0.65,101,1000,0.7708494368487991,0.69790625,0.8466711711711712,0.8789192548794479,0.8374453605549012,0.9197730199774369,0.8207171709978968,0.7767569252694397,0.8635149313962872
rtdetr,heridal,flood,water_glare,2,0.65,101,1000,0.7784931359149146,0.7073170731707317,0.8495805985501567,0.8849042570511599,0.8451339529797705,0.9198386379261536,0.8277696660000732,0.7792178716805582,0.8725713012477718
rtdetr,heridal,flood,water_glare,3,0.65,101,1000,0.6808226060756399,0.6069129659456972,0.7531336805555556,0.8682697117120297,0.8274529094985136,0.9042630440540302,0.76255712981224,0.7108649044724272,0.8096158622936648
rtdetr,heridal,flood,turbidity_cast,1,0.65,101,1000,0.7354515325373613,0.6732833446795141,0.8019777052368384,0.8917597555678649,0.8525013322675193,0.9272793148880105,0.8056436215184497,0.7620624017214268,0.8495910492796966
rtdetr,heridal,flood,turbidity_cast,2,0.65,101,1000,0.5134172490980509,0.43888741134751774,0.6027461392437535,0.8997508694777113,0.8555451713395639,0.9433962264150944,0.6529240243235009,0.5851754385964913,0.7265404238618524
rtdetr,heridal,flood,turbidity_cast,3,0.65,101,1000,0.04236897245535563,0.020341788519872443,0.06923913043478261,0.7762732490989359,0.5555555555555556,0.9473684210526315,0.08008543560409905,0.039096233555595605,0.12730634317451037
rtdetr,heridal,flood,inundation,1,0.65,101,1000,0.8051421824553158,0.7419306403177371,0.8676512846517918,0.8884006906409294,0.8471272890127389,0.9288256227758007,0.8443061991844079,0.8032720036201327,0.8803624492633095
rtdetr,heridal,flood,inundation,2,0.65,101,1000,0.6909152417583085,0.6163997373529747,0.7589828080229226,0.9089467908106134,0.8675130208333334,0.9451553509781357,0.7844622166146824,0.7315232625713602,0.8333450704225353
rtdetr,heridal,flood,inundation,3,0.65,101,1000,0.47540506464981525,0.40760462126984864,0.5452151952333423,0.8978749115910496,0.8527531932012471,0.9403009785509538,0.6208593959498083,0.5595644014694889,0.6811279826464208
rtdetr,heridal,wildfire,smoke_haze,1,0.65,101,1000,0.7516245249155004,0.6745338428787606,0.8231841685818073,0.8835671376909506,0.8459050905407117,0.9208809423049795,0.8116182725437441,0.7608686928606322,0.8546233894025472
rtdetr,heridal,wildfire,smoke_haze,2,0.65,101,1000,0.6310342250527982,0.5667273733390304,0.7044776119402985,0.9170412623965065,0.8786581234224925,0.9509010235191637,0.7470248517012024,0.6979848294183445,0.8000187969924811
rtdetr,heridal,wildfire,smoke_haze,3,0.65,101,1000,0.3217074678630765,0.2682882644043832,0.3836654473109999,0.9140586536441038,0.8538461538461538,0.966955586911241,0.47518815238709644,0.41308331684148025,0.5422906653174804
rtdetr,heridal,wildfire,fire_warm_tint,1,0.65,101,1000,0.5526917124424902,0.4679545731336013,0.6420598919523101,0.8456795601024637,0.7989742289428795,0.8938118719064047,0.6674364672300775,0.5974497634386076,0.7339288537549407
rtdetr,heridal,wildfire,fire_warm_tint,2,0.65,101,1000,0.23451541659110284,0.16665690866510538,0.3084672067687883,0.906604466964465,0.8382253577106519,0.9697402597402597,0.37129056915009884,0.28370673304883837,0.46121172647561415
rtdetr,heridal,wildfire,fire_warm_tint,3,0.65,101,1000,0.08683677292564658,0.05509515505345364,0.12075872487359723,0.8066809615728121,0.6842105263157895,0.914345238095238,0.15629878044683299,0.10255376344086023,0.20975274817968942
rtdetr,heridal,storm,rain_streaks,1,0.65,101,1000,0.6734089028364753,0.5887159815260125,0.7585247735457818,0.8971542376600489,0.8581306990881459,0.93333984375,0.7685206600455698,0.7075762488629745,0.8246337621232358
rtdetr,heridal,storm,rain_streaks,2,0.65,101,1000,0.21613843397723592,0.1698892107735672,0.26781096009097305,0.8377912305850179,0.7682714123652865,0.9024807885065151,0.34301971620532884,0.2803464679632904,0.4114659926470588
rtdetr,heridal,storm,rain_streaks,3,0.65,101,1000,0.0028396716275183196,0.0,0.009773588935761197,0.4212940476190476,0.0,1.0,0.005629756520610917,0.0,0.019295726282271403
rtdetr,heridal,storm,motion_blur,1,0.65,101,1000,0.003078296321470963,0.0,0.009524567788899,0.45728571428571435,0.0,1.0,0.006104027533251914,0.0,0.018810256106937956
rtdetr,heridal,storm,motion_blur,2,0.65,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rtdetr,heridal,storm,motion_blur,3,0.65,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rtdetr,heridal,storm,low_light,1,0.65,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rtdetr,heridal,storm,low_light,2,0.65,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rtdetr,heridal,storm,low_light,3,0.65,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rtdetr,heridal,earthquake,dust_haze,1,0.65,101,1000,0.6395097894205389,0.5692671194984017,0.711114488348531,0.8817894322093068,0.8414096916299559,0.9190313549832027,0.7407729051906614,0.6883323302584204,0.7920242991241012
rtdetr,heridal,earthquake,dust_haze,2,0.65,101,1000,0.31917703997238184,0.25741683422841,0.3861757022607798,0.8370930873303921,0.767827380952381,0.900764935966185,0.4614355292818413,0.39046764894298525,0.5333408071748879
rtdetr,heridal,earthquake,dust_haze,3,0.65,101,1000,0.07147566210383159,0.045211964880799795,0.1019771590066716,0.8878793076684058,0.75,1.0,0.13194389768224501,0.08606080276966355,0.18310692557713143
yolo11,heridal,clean,clean,0,0.45,101,1000,0.7699851814533688,0.7024751588401089,0.837599723348131,0.854183733663112,0.8128783525750959,0.8949996002345291,0.8094320977123071,0.7656939451277199,0.8540781173101875
yolo11,heridal,flood,water_glare,1,0.45,101,1000,0.7406870611565476,0.6666666666666666,0.8165300219088045,0.8588044301200576,0.8101652542372881,0.9032258064516129,0.7947610579859643,0.7442569281811083,0.8431919798257964
yolo11,heridal,flood,water_glare,2,0.45,101,1000,0.7332542248106596,0.6685702347791485,0.8026207348671682,0.8524375773333494,0.807139724310777,0.8949424075275795,0.7879148698446339,0.7419174482118931,0.8336319978656231
yolo11,heridal,flood,water_glare,3,0.45,101,1000,0.6548126828294646,0.5820488076857094,0.7283960478049935,0.8306518614761452,0.7875990688417387,0.8709738514173998,0.7317564947307831,0.6769207317073171,0.7836394042660609
yolo11,heridal,flood,turbidity_cast,1,0.45,101,1000,0.6699908754706037,0.598839022159398,0.7453891311640389,0.848779367827138,0.8041870629370629,0.8932254813230213,0.7483187255665866,0.6980812009081983,0.802021795663195
yolo11,heridal,flood,turbidity_cast,2,0.45,101,1000,0.48009306882533576,0.4090909090909091,0.5592747677854061,0.8474155336650679,0.7892150238473767,0.905264715042043,0.6121797957021156,0.5419787137617018,0.6849953144310996
yolo11,heridal,flood,turbidity_cast,3,0.45,101,1000,0.16395319636048528,0.11325712416400116,0.22223203769140162,0.8223185356148983,0.7384615384615385,0.8970899800598205,0.272418809602762,0.19896260912296934,0.3526319103804852
yolo11,heridal,flood,inundation,1,0.45,101,1000,0.7483371337113208,0.6811902139254449,0.8186830357142857,0.8578017328347306,0.8188939468503937,0.897444089456869,0.7987756284551355,0.7567485791388968,0.8410417381864742
yolo11,heridal,flood,inundation,2,0.45,101,1000,0.6361809732095478,0.5698299156209075,0.705332229580574,0.8778360900463563,0.8416941065054272,0.9152559458720613,0.737112125238642,0.6881393108907382,0.7849102118503807
yolo11,heridal,flood,inundation,3,0.45,101,1000,0.39984525977143065,0.3375279126643746,0.4629644515898535,0.8821052449717738,0.8291139240506329,0.9266854838709677,0.5495080362053074,0.4883839551180358,0.6093781431866971
yolo11,heridal,wildfire,smoke_haze,1,0.45,101,1000,0.6696097107338808,0.6005158730158731,0.7352064955193268,0.8402099225970163,0.795737427466151,0.8849568584070797,0.7447579985861763,0.6925494508859312,0.7913219894119432
yolo11,heridal,wildfire,smoke_haze,2,0.45,101,1000,0.5300087644606639,0.446901455026455,0.6151085053010223,0.8526615561431031,0.8,0.9025935828877005,0.6527471449052584,0.580096792191428,0.7200188679245284
yolo11,heridal,wildfire,smoke_haze,3,0.45,101,1000,0.4073916903058871,0.3324908157889039,0.4888420607443544,0.8148648962029321,0.75,0.8734243837441705,0.5421007160251854,0.46544840050605457,0.6164298814705319
yolo11,heridal,wildfire,fire_warm_tint,1,0.45,101,1000,0.6096091710434522,0.5309921666890627,0.6884786633750661,0.8170221643561992,0.7656839196239476,0.8644759953161593,0.697327082073476,0.6408467269378871,0.750436079004767
yolo11,heridal,wildfire,fire_warm_tint,2,0.45,101,1000,0.3884612703089165,0.3131510332579916,0.4722222222222222,0.7886187940542684,0.725135521387739,0.8471579456583085,0.5192183645254193,0.44354565027003356,0.5951567749160135
yolo11,heridal,wildfire,fire_warm_tint,3,0.45,101,1000,0.14594976169155097,0.10255524861878453,0.19355518303733235,0.7644912935269103,0.6545454545454545,0.8621274108708357,0.24439407113072253,0.1782716015334124,0.31330346014600263
yolo11,heridal,storm,rain_streaks,1,0.45,101,1000,0.6136917857286452,0.5269007524319139,0.7013714488465517,0.8554615693415444,0.8070111873887618,0.8990853432968334,0.7138111605911444,0.6496079286998836,0.776866587957497
yolo11,heridal,storm,rain_streaks,2,0.45,101,1000,0.3410724892814875,0.2785515320334262,0.4102623456790123,0.7336525631024754,0.6613536155202822,0.8052262253875158,0.4647696847512516,0.3974958401605508,0.5317105212810734
yolo11,heridal,storm,rain_streaks,3,0.45,101,1000,0.05715654499616612,0.032035697940503434,0.08493587875255026,0.6145787199235904,0.4375,0.7931288032454361,0.10431103077034265,0.060328744209984554,0.15338603114676733
yolo11,heridal,storm,motion_blur,1,0.45,101,1000,0.10845333278666035,0.07101638986013986,0.15217908902691513,0.6016534497476751,0.47368421052631576,0.7169913863822805,0.1832142042226282,0.12530545112781954,0.24601717189416505
yolo11,heridal,storm,motion_blur,2,0.45,101,1000,0.01759748404096508,0.0032349576402201474,0.035915451498958424,0.26803735434627374,0.06666666666666667,0.45454545454545453,0.03288371825072377,0.006095272101369662,0.06503062913907282
yolo11,heridal,storm,motion_blur,3,0.45,101,1000,0.003021616962372166,0.0,0.010967417382555522,0.04872101684191364,0.0,0.16666666666666666,0.0056691245803556075,0.0,0.02073635441511088
yolo11,heridal,storm,low_light,1,0.45,101,1000,0.048269291562509864,0.02653011704253497,0.0731743079894142,0.4122163885069507,0.2580414746543779,0.5769444444444444,0.08618691076373514,0.04817489542740696,0.128699143061011
yolo11,heridal,storm,low_light,2,0.45,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo11,heridal,storm,low_light,3,0.45,101,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo11,heridal,earthquake,dust_haze,1,0.45,101,1000,0.5698114223393237,0.49424685112533556,0.6504233198806808,0.8207731472655175,0.7681633192389007,0.8695749658802885,0.6718732659360305,0.6111063708759954,0.7313297485016524
yolo11,heridal,earthquake,dust_haze,2,0.45,101,1000,0.3145992973822015,0.2491233227800392,0.38434848070079386,0.8358091038179586,0.7651515151515151,0.8984555540966387,0.4559417908192553,0.3815632832080201,0.5303884711779449
yolo11,heridal,earthquake,dust_haze,3,0.45,101,1000,0.10469181216573131,0.06606112100124076,0.15113247814863456,0.8487941684527246,0.7368034055727554,0.9487179487179487,0.1856783403671107,0.12221235194585447,0.2567418064317587
