model,dataset,family,corruption,severity,conf_thresh,loc_stability_iou,loc_center_shift,loc_iou_clean,loc_iou_corrupt,loc_iou_drop,n_common
rtdetr,heridal,wildfire,smoke_haze,3,0.65,0.910802746621462,0.019291291670434967,0.8603613898158073,0.8363394416295565,0.024021948186250808,104
rtdetr,heridal,wildfire,fire_warm_tint,1,0.65,0.9402726827108342,0.014543735917275468,0.8498725625483886,0.841804577604584,0.008067984943804563,184
rtdetr,heridal,wildfire,fire_warm_tint,2,0.65,0.9269598165115753,0.017124123284714174,0.8683164127461322,0.8462504086556373,0.022066004090494973,77
rtdetr,heridal,wildfire,fire_warm_tint,3,0.65,0.9087771465038431,0.018280378775671124,0.8679886378090957,0.8314469025052827,0.036541735303812994,29
rtdetr,heridal,storm,rain_streaks,1,0.65,0.8768151274947233,0.025043367752859497,0.8474523322526799,0.8164276059283767,0.031024726324303198,215
rtdetr,heridal,storm,rain_streaks,2,0.65,0.7597474922304568,0.05379142054100183,0.851236357205156,0.7456703825273375,0.10556597467781847,69
rtdetr,heridal,storm,rain_streaks,3,0.65,0.8043416738510132,0.05436836555600166,0.8615410327911377,0.7609728574752808,0.10056817531585693,1
rtdetr,heridal,storm,motion_blur,1,0.65,0.6903051733970642,0.07949090749025345,0.8615410327911377,0.7275940179824829,0.13394701480865479,1
rtdetr,heridal,storm,motion_blur,2,0.65,nan,nan,nan,nan,nan,0
rtdetr,heridal,storm,motion_blur,3,0.65,nan,nan,nan,nan,nan,0
rtdetr,heridal,storm,low_light,1,0.65,nan,nan,nan,nan,nan,0
rtdetr,heridal,storm,low_light,2,0.65,nan,nan,nan,nan,nan,0
rtdetr,heridal,storm,low_light,3,0.65,nan,nan,nan,nan,nan,0
rtdetr,heridal,earthquake,dust_haze,1,0.65,0.9372948595291175,0.014677495988235463,0.8499987496845964,0.8407629495081694,0.009235800176427,207
rtdetr,heridal,earthquake,dust_haze,2,0.65,0.9057335790533286,0.02456107195121149,0.8613635960679787,0.8394547981711534,0.021908797896825316,104
rtdetr,heridal,earthquake,dust_haze,3,0.65,0.8586066390077273,0.04280810234680151,0.8592390219370524,0.8145370135704676,0.04470200836658478,24
yolo11,heridal,flood,water_glare,1,0.45,0.9938816667560593,0.0014689667447146532,0.8247847813200281,0.8234639624993964,0.0013208188206317306,249
yolo11,heridal,flood,water_glare,2,0.45,0.9933621832716321,0.0017154042300801034,0.8243906389363864,0.8230749011522362,0.0013157377841501727,247
yolo11,heridal,flood,water_glare,3,0.45,0.9853827953338623,0.0037135192299897093,0.8252104403228935,0.818345049105653,0.006865391217240502,218
yolo11,heridal,flood,turbidity_cast,1,0.45,0.9409039790320289,0.014076614711823093,0.8285325525052879,0.8230830088859181,0.005449543619369779,223
yolo11,heridal,flood,turbidity_cast,2,0.45,0.9073505657873336,0.022164001071359962,0.8395137475554351,0.8260377189915651,0.01347602856386998,157
yolo11,heridal,flood,turbidity_cast,3,0.45,0.9077369700778615,0.020014797343703157,0.8657748059792952,0.8489752791144631,0.016799526864832104,55
yolo11,heridal,flood,inundation,1,0.45,0.9817165531307818,0.004850360886492977,0.824339273943001,0.8271481911820101,-0.002808917239009112,249
yolo11,heridal,flood,inundation,2,0.45,0.9686951894330752,0.007259837940932488,0.8283589767618766,0.8202232339935845,0.008135742768292098,211
yolo11,heridal,flood,inundation,3,0.45,0.9551469945546353,0.010711670988636493,0.8334160627740802,0.8269177837805315,0.006498278993548712,132
yolo11,heridal,wildfire,smoke_haze,1,0.45,0.9358808282273927,0.015867798382150876,0.8301270498948938,0.8275888349136077,0.0025382149812861465,221
yolo11,heridal,wildfire,smoke_haze,2,0.45,0.9048147441988642,0.02410288437055318,0.8433479883454063,0.8324843573976647,0.010863630947741565,176
yolo11,heridal,wildfire,smoke_haze,3,0.45,0.8748111382678703,0.029689790475768623,0.8463780985938179,0.8250403028947336,0.021337795699084228,135
yolo11,heridal,wildfire,fire_warm_tint,1,0.45,0.9233376666903496,0.01698856644303305,0.8357796794176102,0.8213790601491928,0.014400619268417403,200
yolo11,heridal,wildfire,fire_warm_tint,2,0.45,0.893126076600683,0.024581668259553963,0.8374687639747079,0.8120661049377261,0.0254026590369818,127
yolo11,heridal,wildfire,fire_warm_tint,3,0.45,0.8955256184753106,0.02250229627635254,0.851337938892598,0.8239844599548651,0.027353478937732878,49
yolo11,heridal,storm,rain_streaks,1,0.45,0.8748824140964411,0.024610152087645987,0.8326479645875784,0.8178150342060969,0.01483293038148148,195
yolo11,heridal,storm,rain_streaks,2,0.45,0.8024978367524727,0.04239485819147308,0.8350641058984204,0.7853463147288171,0.04971779116960329,107
yolo11,heridal,storm,rain_streaks,3,0.45,0.6844214151302973,0.08726119488063785,0.832144581609302,0.6691881053977542,0.16295647621154785,18
yolo11,heridal,storm,motion_blur,1,0.45,0.6237497513785082,0.05051509171779103,0.8655463369453654,0.6438705710803762,0.22167576586498927,34
yolo11,heridal,storm,motion_blur,2,0.45,0.5587773621082306,0.07112815696746111,0.8643191854159037,0.6096015473206838,0.25471763809521986,6
yolo11,heridal,storm,motion_blur,3,0.45,0.46014511585235596,0.03773349151015282,0.6345516443252563,0.5227140188217163,0.11183762550354004,1
yolo11,heridal,storm,low_light,1,0.45,0.7544067998727163,0.052532337481776874,0.8402220686276753,0.7392309586207072,0.10099111000696814,15
yolo11,heridal,storm,low_light,2,0.45,nan,nan,nan,nan,nan,0
yolo11,heridal,storm,low_light,3,0.45,nan,nan,nan,nan,nan,0
yolo11,heridal,earthquake,dust_haze,1,0.45,0.9153157920433731,0.019793254617113797,0.8358731537899643,0.8156986031582747,0.020174550631689603,189
yolo11,heridal,earthquake,dust_haze,2,0.45,0.9005541597093855,0.0231765689272877,0.8482710270654588,0.8200606902440389,0.028210336821419824,105
yolo11,heridal,earthquake,dust_haze,3,0.45,0.8989069632121495,0.02261444978149874,0.8671799097742353,0.8334026575088501,0.033777252265385194,35
