model,dataset,family,corruption,severity,conf_thresh,n_images,n_boot,recall_mean,recall_ci_lo,recall_ci_hi,precision_mean,precision_ci_lo,precision_ci_hi,f1_mean,f1_ci_lo,f1_ci_hi
rtdetr,sard,flood,inundation,1,0.6,862,1000,0.8437627768925584,0.8208649137090128,0.8657007057874571,0.972013104585494,0.961288676761027,0.9825155639593999,0.903323417185988,0.8883273266130796,0.9184903572070823
rtdetr,sard,flood,inundation,2,0.6,862,1000,0.720038012890061,0.691614360413969,0.7474313486412062,0.9543582581825722,0.9388964322323027,0.9683843340034403,0.8207301501333382,0.7989449314118754,0.8406737136156712
rtdetr,sard,flood,inundation,3,0.6,862,1000,0.45950373913868087,0.426101406604849,0.4921120486193061,0.9229837739474241,0.9001756680773982,0.9439435150174788,0.6134075443573151,0.5809965759596323,0.6442083363182655
rtdetr,sard,wildfire,smoke_haze,1,0.6,862,1000,0.7800884079705829,0.7530321536787734,0.8076931518876207,0.9589027985079033,0.9463888772973974,0.9704807507258746,0.8602406636878718,0.8413784814323607,0.8785912123351919
rtdetr,sard,wildfire,smoke_haze,2,0.6,862,1000,0.6146155517612955,0.5854458413926499,0.6454632748809955,0.9496378021582781,0.9332405110306808,0.9654700080994807,0.746148965444803,0.7231805123761457,0.7702294412467119
rtdetr,sard,wildfire,smoke_haze,3,0.6,862,1000,0.3187875639595751,0.28904744666015414,0.3498736629757068,0.904186175405328,0.8704032242033912,0.9338464370132135,0.47119747394809897,0.4358079155789079,0.5069860279441117
rtdetr,sard,wildfire,fire_warm_tint,1,0.6,862,1000,0.7240802898839852,0.6974514163372859,0.7511113100566994,0.9707291375305861,0.9598409295594676,0.980796300676089,0.829389158833623,0.8103038489981582,0.8485210119644447
rtdetr,sard,wildfire,fire_warm_tint,2,0.6,862,1000,0.36815442869750237,0.3367966106998369,0.3983598958337584,0.9689396033298782,0.9515727689380837,0.9843156300277274,0.5333711362443767,0.49927844707150065,0.5651915840363824
rtdetr,sard,wildfire,fire_warm_tint,3,0.6,862,1000,0.11746633502251132,0.09820439793522699,0.13571884060075406,0.9553386027585405,0.9194544512435847,0.9863945578231292,0.20907789828625595,0.17807959732663925,0.23859972384424216
rtdetr,sard,storm,rain_streaks,1,0.6,862,1000,0.8862132055101763,0.8666637401229149,0.9060864825581395,0.972269811497169,0.9608429077133275,0.9821082433967623,0.927221268059187,0.9134902773081646,0.9405780277485306
rtdetr,sard,storm,rain_streaks,2,0.6,862,1000,0.8788593473130311,0.8588102649147774,0.9003835813623122,0.9775715906530404,0.9684006012650813,0.9859592764306907,0.9255618954755507,0.9116392173927218,0.9391479143807323
rtdetr,sard,storm,rain_streaks,3,0.6,862,1000,0.8396585575997552,0.8175437042562118,0.861166257545656,0.9758141083066826,0.9655145304706138,0.985187134502924,0.9025944001866694,0.8876084546114026,0.916951031010958
rtdetr,sard,storm,motion_blur,1,0.6,862,1000,0.7811688051847671,0.7553190951989884,0.8059510101010101,0.9596345984757741,0.9457664753875581,0.9714659218034322,0.8611997332657112,0.8437154727662877,0.8783544624746449
rtdetr,sard,storm,motion_blur,2,0.6,862,1000,0.4883423985066631,0.457329209156386,0.5197369931371127,0.8584944332519082,0.8313248434467353,0.8849317215045135,0.622414525946937,0.5936751350020384,0.6502400008358757
rtdetr,sard,storm,motion_blur,3,0.6,862,1000,0.3294354604073537,0.2971446939879029,0.36135977732880536,0.7786191029872044,0.736048482990543,0.8179963864587296,0.46280267258457075,0.4270271000988767,0.49846551040378284
rtdetr,sard,storm,low_light,1,0.6,862,1000,0.2599115607088913,0.23315863792986963,0.28757833576829295,0.9566762773132239,0.9329019722290489,0.9778483931991219,0.4085702669050552,0.37444279346210996,0.4428694581280787
rtdetr,sard,storm,low_light,2,0.6,862,1000,0.012723287797447391,0.006590564918801858,0.019196932019833204,1.0,1.0,1.0,0.025107215324561602,0.013094827481086242,0.03767070200341969
rtdetr,sard,storm,low_light,3,0.6,862,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rtdetr,sard,earthquake,dust_haze,1,0.6,862,1000,0.6658351944654978,0.634083044982699,0.6949980654095222,0.9645153160535462,0.9508174892493069,0.9772081575246132,0.787718152659468,0.764606898920276,0.8087199416327928
rtdetr,sard,earthquake,dust_haze,2,0.6,862,1000,0.2680315262944851,0.23795074599796232,0.29905181719768464,0.9338647147922391,0.9063373157557447,0.9583333333333334,0.4162819869439472,0.3791572762700749,0.4538826027884769
rtdetr,sard,earthquake,dust_haze,3,0.6,862,1000,0.049906393461730404,0.03744230301011058,0.06439765799198541,0.8852399621799006,0.799921875,0.9577754196411344,0.09440843103619816,0.0718622286304851,0.12025370829527166
yolo11,sard,clean,clean,0,0.3,862,1000,0.8904404725459281,0.8700549481080926,0.9101237395772735,0.9550848072371934,0.9413348391674551,0.9685350706249244,0.9216034522702456,0.9061142240271423,0.9356867313005764
yolo11,sard,flood,water_glare,1,0.3,862,1000,0.8593240628232416,0.8380252709074365,0.8797214883488655,0.8933310219359577,0.8723160166615681,0.9124594325238294,0.8759577466012297,0.8593630323066348,0.8928064205782571
yolo11,sard,flood,water_glare,2,0.3,862,1000,0.8089594758802242,0.7842387975042542,0.8342605183635519,0.861743194135121,0.8390975697038567,0.8859496476858502,0.8344638464384659,0.8142560201667293,0.8555803583808618
yolo11,sard,flood,water_glare,3,0.3,862,1000,0.6662447701385865,0.6367880048948986,0.696101645325623,0.7824329316615581,0.7529111066127167,0.8137273693705303,0.719598307376506,0.6921197044479237,0.74468876565178
yolo11,sard,flood,turbidity_cast,1,0.3,862,1000,0.795896017953353,0.7699605902777777,0.8195284321901386,0.9592554139442157,0.9467944132293395,0.9722561181253487,0.8699198799980916,0.853699142492246,0.8863450293291902
yolo11,sard,flood,turbidity_cast,2,0.3,862,1000,0.5757887682566722,0.5441658940904297,0.6064127100481125,0.9477103787995644,0.9288837823560486,0.9640804597701149,0.7162308516303297,0.6890310824670788,0.740829948720965
yolo11,sard,flood,turbidity_cast,3,0.3,862,1000,0.19109958018558607,0.16729297249593486,0.2140288456888631,0.9496083452923502,0.9174370650399519,0.9753729767769177,0.3180145097098726,0.28414376923953943,0.3497172773404379
yolo11,sard,flood,inundation,1,0.3,862,1000,0.8601733888137699,0.837691487894163,0.8812827744374884,0.9512316256670013,0.9362746209512508,0.9642250227126723,0.9033795925660446,0.8873071299353661,0.9183497015825253
yolo11,sard,flood,inundation,2,0.3,862,1000,0.7435860824915738,0.7174069214258846,0.7702808779283565,0.9250148970300968,0.9066774627053896,0.9437266627988278,0.824381188255905,0.8040897838695891,0.8435006608889232
yolo11,sard,flood,inundation,3,0.3,862,1000,0.49414097555274356,0.4637237712726243,0.5242558423722549,0.8791585878270274,0.8534845524704653,0.9042343073593074,0.6325524377051641,0.6045125000512802,0.6595273948306726
yolo11,sard,wildfire,smoke_haze,1,0.3,862,1000,0.8102297204716885,0.7870513442350332,0.8330225996830729,0.9436970517701712,0.9297043432757719,0.958062222690348,0.871841254890169,0.8563105372547902,0.8873731437741563
yolo11,sard,wildfire,smoke_haze,2,0.3,862,1000,0.6674893469048226,0.6372865999546672,0.6970234713568689,0.9409907884330921,0.9252130164108827,0.957606513377573,0.7809023190498501,0.7577372500109483,0.8039972109860535
yolo11,sard,wildfire,smoke_haze,3,0.3,862,1000,0.3907564516682639,0.3583597106897503,0.4221856916880394,0.9362037139703048,0.9114788773485821,0.9577189320345045,0.5511981644908059,0.5169538579707362,0.5845068063610375
yolo11,sard,wildfire,fire_warm_tint,1,0.3,862,1000,0.6887636825151168,0.6600058898936355,0.7164727000222958,0.9618852138913566,0.9490918268887142,0.9743925461750683,0.8026418423595384,0.7818012715889581,0.8229653161360131
yolo11,sard,wildfire,fire_warm_tint,2,0.3,862,1000,0.3108534997886097,0.2778655109829587,0.3414055412101333,0.9472817284081008,0.9247303731053245,0.9698817793697312,0.46786342510419615,0.4292862775962666,0.5030404996782668
yolo11,sard,wildfire,fire_warm_tint,3,0.3,862,1000,0.09941271627229313,0.08096021403517756,0.11993121693121692,0.9298499270337008,0.8818097643097643,0.9714547837483617,0.17947735075028798,0.14886156830990996,0.21273413102640903
yolo11,sard,storm,rain_streaks,1,0.3,862,1000,0.893289696857342,0.8745640668436081,0.9116926756526924,0.9589595681972201,0.9456619979956491,0.970421255906943,0.9249361895138767,0.9115173215495438,0.9377737446053995
yolo11,sard,storm,rain_streaks,2,0.3,862,1000,0.8827096627660788,0.8631965136978936,0.9032587099413742,0.9639760353782844,0.9517483938204774,0.9751312556542479,0.921529394582894,0.9079114238920485,0.9355611299048378
yolo11,sard,storm,rain_streaks,3,0.3,862,1000,0.85480678755668,0.832738381564432,0.8768492065450341,0.961280550153991,0.9481460737723467,0.9722829897591896,0.9048836368047337,0.8901765114446694,0.9200203945793701
yolo11,sard,storm,motion_blur,1,0.3,862,1000,0.7919577232079701,0.7653324349500916,0.8169276371021662,0.9527167071354457,0.9392970364414729,0.9655181992337165,0.8648851421658259,0.8464178868077425,0.8819872651591432
yolo11,sard,storm,motion_blur,2,0.3,862,1000,0.6131744644704513,0.5807842079944159,0.6456115944961555,0.9399252621386132,0.9206245496823213,0.9579957643982034,0.7420650100745115,0.7160535139495203,0.7684073377008241
yolo11,sard,storm,motion_blur,3,0.3,862,1000,0.4774871563498802,0.4428353294513125,0.5115699311317791,0.9222871085330556,0.8981075604570822,0.9438216578766337,0.6290646243921819,0.595325641666803,0.6623522163612543
yolo11,sard,storm,low_light,1,0.3,862,1000,0.18424816747289766,0.15658698955993128,0.21181861063464838,0.8782365075513683,0.8315624205441139,0.9210677904438516,0.3043651164956552,0.26444744912547585,0.34206742187730343
yolo11,sard,storm,low_light,2,0.3,862,1000,0.0073109524503502926,0.0028169014084507044,0.01222974462038432,0.6730865712667107,0.375,0.9285714285714286,0.014452674007768496,0.005601979841330754,0.024097424179476527
yolo11,sard,storm,low_light,3,0.3,862,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo11,sard,earthquake,dust_haze,1,0.3,862,1000,0.6733834666607,0.6446865690972672,0.7030840214085682,0.9436245935744998,0.9263150574628505,0.9603181979111347,0.7858372980573102,0.7637701710283656,0.8080887616320686
yolo11,sard,earthquake,dust_haze,2,0.3,862,1000,0.27233936554201954,0.24194399936179675,0.300997740569872,0.9048549419891301,0.8698160535117057,0.9351395609977808,0.41847726643828337,0.3808617392043523,0.45406565257622605
yolo11,sard,earthquake,dust_haze,3,0.3,862,1000,0.05832186324640253,0.043819118592563815,0.07394140315553209,0.8758117956772028,0.7894338118022328,0.9494034031956837,0.10926958627419261,0.08340716494742365,0.136645866477088
