model,dataset,family,corruption,severity,conf_thresh,n_images,n_boot,recall_mean,recall_ci_lo,recall_ci_hi,precision_mean,precision_ci_lo,precision_ci_hi,f1_mean,f1_ci_lo,f1_ci_hi
yolo11_seed17,sard,wildfire,smoke_haze,1,0.3,862,1000,0.8098741932011359,0.7861645574820212,0.833636532612369,0.9438277108609386,0.9289971492790966,0.9574517540003518,0.8716887750131522,0.8551374069908135,0.8891032529199303
yolo11_seed17,sard,wildfire,smoke_haze,2,0.3,862,1000,0.6674194711319129,0.6359306443818398,0.6982292388248238,0.9413532037731311,0.9237046820725087,0.9575852156994956,0.7809769705674339,0.755299382771108,0.8045298611692165
yolo11_seed17,sard,wildfire,smoke_haze,3,0.3,862,1000,0.39085009849317265,0.35693358393607455,0.420725490906456,0.9367958829531995,0.9108401462994836,0.9583446312364425,0.5514032010970484,0.5147839552884199,0.5820649525605956
yolo11_seed17,sard,wildfire,fire_warm_tint,1,0.3,862,1000,0.6884490136062884,0.658360083710961,0.7196044800459857,0.9618933642765063,0.9486197353542167,0.9757284824536153,0.8024286851868512,0.7795128579921596,0.8249784664776192
yolo11_seed17,sard,wildfire,fire_warm_tint,2,0.3,862,1000,0.30910270014140645,0.2793161879199774,0.3401531930914715,0.9477066395870213,0.9222961683487999,0.9691898267686962,0.46594576127518134,0.430654886825483,0.5016330979295223
yolo11_seed17,sard,wildfire,fire_warm_tint,3,0.3,862,1000,0.09952620262589686,0.0826797988121297,0.1182825077854163,0.9317578771710572,0.8823529411764706,0.9732202117572692,0.17971030609816324,0.1515991251118875,0.21018267725187484
yolo11_seed17,sard,storm,rain_streaks,1,0.3,862,1000,0.8925425261704437,0.873714221494017,0.9111555950647459,0.9583352602595137,0.9449360865290068,0.9701796667857798,0.9242455479112115,0.9105575562043464,0.9371819551741651
yolo11_seed17,sard,storm,rain_streaks,2,0.3,862,1000,0.8828686094920217,0.8616804673700691,0.9018616507977355,0.9644918956201479,0.9534641165979951,0.9762358396442824,0.9218486162009824,0.908319198780438,0.9349488155358536
yolo11_seed17,sard,storm,rain_streaks,3,0.3,862,1000,0.8553442951544686,0.8334772660171244,0.876384282101248,0.9610883157482859,0.9477895123572704,0.972806180264993,0.9051012172512217,0.8898937548587718,0.9188418457353512
yolo11_seed17,sard,storm,motion_blur,1,0.3,862,1000,0.7921004125343301,0.7643672304081089,0.818440560385683,0.9529332337770838,0.9391076076704665,0.9655191549619198,0.8650535453166985,0.8456368367145701,0.8840407133224407
yolo11_seed17,sard,storm,motion_blur,2,0.3,862,1000,0.6125171620377636,0.5793124209987884,0.6442064268472493,0.9425692500251387,0.9230769230769231,0.9592787114845939,0.742406398883729,0.7150055693486224,0.7687857117205175
yolo11_seed17,sard,storm,motion_blur,3,0.3,862,1000,0.47812008621798485,0.4427470430752018,0.5150755787530839,0.9224529188256495,0.8996309330707141,0.9439446635026538,0.6296310133019187,0.5960834360713002,0.6629879407714164
yolo11_seed17,sard,storm,low_light,1,0.3,862,1000,0.18366263016870019,0.15399600871634092,0.2134221472093548,0.8776440858365945,0.8326180257510729,0.915899020739472,0.3035272230255613,0.26099565489704846,0.34443095078250024
yolo11_seed17,sard,storm,low_light,2,0.3,862,1000,0.007341148109653621,0.002803738317757009,0.0126819270449521,0.6691991529397102,0.375,0.9285714285714286,0.014511393146170306,0.005586203140318389,0.024956550802139037
yolo11_seed17,sard,storm,low_light,3,0.3,862,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo11_seed17,sard,earthquake,dust_haze,1,0.3,862,1000,0.6740913042156087,0.6434214431772172,0.7031150030248035,0.9436861197518237,0.9291094262031742,0.957973867464309,0.7863343401859068,0.762367231622876,0.8084164007719435
yolo11_seed17,sard,earthquake,dust_haze,2,0.3,862,1000,0.2729435501097853,0.24452458517331394,0.3034340034672447,0.9056507581233748,0.8723957973914844,0.9365606686564991,0.4192717180703113,0.3838224379179623,0.45656598883572563
yolo11_seed17,sard,earthquake,dust_haze,3,0.3,862,1000,0.05798586134151442,0.044052427457599866,0.07228182596213568,0.8785747490381669,0.7968605324074074,0.9508443610507603,0.10870786768045253,0.08312117907537755,0.1338988650787725
yolo11_seed42,sard,clean,clean,0,0.35,862,1000,0.8746962612196567,0.8517757752042651,0.8943515040736489,0.954167872110106,0.9396608363331225,0.9678428629136632,0.9126721819639549,0.896438850265381,0.9264565313680184
yolo11_seed42,sard,flood,water_glare,1,0.35,862,1000,0.8423727537018311,0.8205328045643964,0.8648987506722376,0.8876782438990085,0.8657327821436367,0.9090994854202401,0.8643842759173662,0.8466686025586879,0.8818133896120004
yolo11_seed42,sard,flood,water_glare,2,0.35,862,1000,0.7870958561061128,0.7626328815290192,0.8118138410550773,0.8660659054480752,0.8420003857166937,0.8882017806231545,0.8246395551514303,0.803609588527776,0.8446209196209197
yolo11_seed42,sard,flood,water_glare,3,0.35,862,1000,0.6578890668947441,0.6288372093023256,0.6858995489833523,0.7761979720705088,0.7459439915121734,0.8045297365299124,0.7120767783928099,0.6855994962513093,0.7367447655621285
yolo11_seed42,sard,flood,turbidity_cast,1,0.35,862,1000,0.7817956510008128,0.7545112662056355,0.809134670167703,0.9580503172812607,0.9441888810395702,0.9708627537511033,0.8609333290789639,0.8419939305997628,0.8786856015872383
yolo11_seed42,sard,flood,turbidity_cast,2,0.35,862,1000,0.5926806685867737,0.5634048334875115,0.6226322379516533,0.9687451554694771,0.9565135294890319,0.9809439983979155,0.7353172568485769,0.7117222186301133,0.7594565293335017
yolo11_seed42,sard,flood,turbidity_cast,3,0.35,862,1000,0.19878422786660668,0.1759506400321131,0.2248224001444006,0.9649346890038448,0.940424067928948,0.9866101058786347,0.32947266617554394,0.29718828142759723,0.36523325816079266
yolo11_seed42,sard,flood,inundation,1,0.35,862,1000,0.8315049361863693,0.8065616726135955,0.8544320541155984,0.9562648245668036,0.9423219415686487,0.9685990027003405,0.8894860767100944,0.8720925891627214,0.9048116156393383
yolo11_seed42,sard,flood,inundation,2,0.35,862,1000,0.7309108812612928,0.7045984714102014,0.7576332059900074,0.9450521952373346,0.929411424291939,0.9599097754130743,0.8242383282290084,0.8034545039049346,0.8433500476443598
yolo11_seed42,sard,flood,inundation,3,0.35,862,1000,0.4987765038491681,0.466976125378381,0.5308049721201891,0.9012036897174112,0.8762025363742522,0.9259819325832005,0.6420144648018689,0.6124532532044835,0.6707980184191925
yolo11_seed42,sard,wildfire,smoke_haze,1,0.35,862,1000,0.8096732674843881,0.7834041175485764,0.8342820496842805,0.9598734780181569,0.94640850213517,0.9723960088990764,0.8783482895824601,0.8602387325213412,0.8951203324318582
yolo11_seed42,sard,wildfire,smoke_haze,2,0.35,862,1000,0.6775493630946628,0.6488268209753082,0.7074290724956904,0.9599098803226944,0.9452919621482452,0.9731124698158444,0.794293708410061,0.7717862831151643,0.8168276851277815
yolo11_seed42,sard,wildfire,smoke_haze,3,0.35,862,1000,0.44212990741768715,0.4119754886437253,0.4726156134624222,0.9492135457730198,0.9274776538135318,0.9675586040114967,0.6031136246888569,0.5726580783190371,0.6328506638289247
yolo11_seed42,sard,wildfire,fire_warm_tint,1,0.35,862,1000,0.6800321731312493,0.6527621631217958,0.7077215892974358,0.9552873842988834,0.9408673366051258,0.9685503358453473,0.7944144144323396,0.772766790703636,0.8147829626424904
yolo11_seed42,sard,wildfire,fire_warm_tint,2,0.35,862,1000,0.3276765982633962,0.29827461801425637,0.35910564346843205,0.9655134176884348,0.9478260869565217,0.9838285801234675,0.4890950109808357,0.4549205824085309,0.5237847632485799
yolo11_seed42,sard,wildfire,fire_warm_tint,3,0.35,862,1000,0.13820743208595185,0.11652853599835637,0.15911320524550168,0.9433043893455231,0.9018378311287635,0.9751552795031055,0.2409364499316658,0.2070102015890132,0.2725898046277711
yolo11_seed42,sard,storm,rain_streaks,1,0.35,862,1000,0.8762799968337467,0.8552122432488791,0.8946910328879754,0.9627343401049708,0.9499451842097706,0.9746102663856491,0.9174440199312628,0.9039894291668258,0.930254063787551
yolo11_seed42,sard,storm,rain_streaks,2,0.35,862,1000,0.8714356873472828,0.851063829787234,0.8916000358350691,0.9647513830122613,0.952234756097561,0.9759318756685857,0.9156894352587506,0.9010460539775218,0.9293578753157665
yolo11_seed42,sard,storm,rain_streaks,3,0.35,862,1000,0.8397347730059831,0.8164294914409175,0.8633819967192833,0.9688045773513103,0.9556360543017948,0.9802849174896492,0.8996192866997702,0.884091125483715,0.9152617702448211
yolo11_seed42,sard,storm,motion_blur,1,0.35,862,1000,0.7724767150073633,0.7460300829808738,0.7985155608104046,0.935338017970461,0.9192675240767025,0.9510089511532218,0.8460775030438366,0.8270672810058187,0.8643427276310602
yolo11_seed42,sard,storm,motion_blur,2,0.35,862,1000,0.5625041242992266,0.528752802067509,0.5953577399952229,0.9033879190336156,0.8798824976196263,0.9255847176079735,0.6931728135805038,0.6637181196938097,0.7207520446034225
yolo11_seed42,sard,storm,motion_blur,3,0.35,862,1000,0.4218250239018645,0.39058074719474506,0.4541347207009857,0.8716253264955716,0.8394540964354794,0.8994317440237743,0.568353522507859,0.53515130141517,0.5990570764881711
yolo11_seed42,sard,storm,low_light,1,0.35,862,1000,0.19930372445387148,0.17009250781695373,0.22854689447159254,0.8392004262982096,0.7899144440384849,0.8848962209542711,0.32189066368422914,0.28242290298292455,0.36106658196155805
yolo11_seed42,sard,storm,low_light,2,0.35,862,1000,0.008171680715956735,0.0028028330516950027,0.014222222222222223,0.33100110871587624,0.14273399014778326,0.518599033816425,0.01593636755610629,0.00551740859841194,0.02761100265205584
yolo11_seed42,sard,storm,low_light,3,0.35,862,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo11_seed42,sard,earthquake,dust_haze,1,0.35,862,1000,0.6776463720870756,0.6473229898799342,0.7090337806294935,0.9429770198700026,0.9264468555690022,0.9575070910290238,0.7885037491666932,0.7661822294393895,0.8113511678692013
yolo11_seed42,sard,earthquake,dust_haze,2,0.35,862,1000,0.27926424030249,0.2527961034944851,0.30755418614534635,0.9267470939422964,0.897502888920988,0.9529791083713787,0.42901379306229775,0.39626738349080204,0.46276649727924446
yolo11_seed42,sard,earthquake,dust_haze,3,0.35,862,1000,0.05189819207311419,0.039459124869753025,0.06529956199812284,0.9036744639868591,0.8235056925996205,0.9701492537313433,0.09808757457666673,0.07536591685572301,0.12205855343597002
